id,shares
711,1421
712,1234
713,1404
714,1681
715,761
716,1404
717,1003
718,553
719,1364
720,2266
721,448
722,689
723,828
724,1842
725,1312
726,1665
727,539
728,205
729,484
730,1831
731,1413
732,1607
733,1034
734,1587
735,1901
736,1857
737,1611
738,282
739,2191
740,220
741,2096
742,71
743,835
744,1953
745,2003
746,1417
747,463
748,1488
749,820
750,501
751,407
752,131
753,1731
754,1798
755,994
756,1138
757,1078
758,1355
759,871
760,1157
761,616
762,2139
763,1461
764,570
765,442
766,2130
767,1882
768,476
769,462
770,490
771,1701
772,1711
773,2135
774,581
775,713
776,2014
777,425
778,1478
779,88
780,696
781,34
782,1793
783,1236
784,1756
785,2213
786,83
787,2059
788,1815
789,470
790,58
791,1299
792,2124
793,2025
794,1851
795,1768
796,1299
797,1434
798,136
799,1384
800,620
801,16
802,2107
803,1913
804,674
805,981
806,206
807,1368
808,2137
809,1808
810,1867
811,2146
812,1658
813,2191
814,940
815,887
816,608
817,1774
818,356
819,1739
820,1021
821,469
822,2110
823,2340
824,2325
825,295
826,1418
827,739
828,2197
829,1453
830,1197
831,1573
832,930
833,1911
834,2185
835,833
836,881
837,179
838,107
839,1895
840,2385
841,1377
842,1787
843,1497
844,1950
845,1112
846,1541
847,598
848,522
849,1394
850,54
851,2037
852,2071
853,2125
854,1602
855,66
856,1421
857,734
858,1389
859,782
860,1616
861,1399
862,444
863,1797
864,2148
865,2167
866,661
867,1222
868,2383
869,1232
870,244
871,633
872,607
873,796
874,333
875,1655
876,2044
877,566
878,1825
879,1813
880,578
881,1765
882,1385
883,1665
884,1003
885,1073
886,811
887,1417
888,1759
889,264
890,1599
891,1584
892,1086
893,1804
894,737
895,1483
896,803
897,470
898,101
899,632
900,247
901,2196
902,1971
903,277
904,1117
905,1800
906,1641
907,594
908,1255
909,525
910,1813
911,698
912,1620
913,2345
914,415
915,1933
916,432
917,1683
918,1981
919,985
920,1978
921,318
922,1145
923,1160
924,1583
925,1127
926,1455
927,1969
928,1671
929,733
930,1387
931,1778
932,1200
933,1441
934,1396
935,126
936,2216
937,0
938,115
939,2306
940,633
941,22
942,1027
943,1369
944,2303
945,2057
946,897
947,2210
948,1220
949,1541
950,624
951,1667
952,146
953,1996
954,2048
955,1488
956,558
957,1885
958,110
959,501
960,2279
961,45
962,2192
963,563
964,251
965,559
966,1191
967,2228
968,797
969,1347
970,919
971,2249
972,239
973,251
974,1260
975,1403
976,1838
977,692
978,1200
979,1774
980,921
981,229
982,87
983,1318
984,1795
985,1494
986,1588
987,468
988,2187
989,256
990,1585
991,1481
992,41
993,1541
994,584
995,286
996,1112
997,2271
998,898
999,726
1000,358
1001,2344
1002,2108
1003,1164
1004,2375
1005,617
1006,646
1007,1053
1008,1856
1009,36
1010,2294
1011,2259
1012,1576
1013,1516
1014,108
1015,2120
1016,1122
1017,1513
1018,1414
1019,781
1020,886
1021,1335
1022,1128
1023,411
1024,830
1025,277
1026,2047
1027,235
1028,411
1029,2354
1030,366
1031,2041
1032,378
1033,1655
1034,1376
1035,1585
1036,1301
1037,2313
1038,722
1039,902
1040,724
1041,1924
1042,1469
1043,610
1044,93
1045,1369
1046,897
1047,864
1048,1590
1049,102
1050,1652
1051,1710
1052,2239
1053,993
1054,742
1055,951
1056,2094
1057,2304
1058,2077
1059,200
1060,430
1061,1230
1062,628
1063,2327
1064,352
1065,775
1066,1484
1067,2123
1068,1445
1069,908
1070,2320
1071,123
1072,621
1073,2253
1074,1445
1075,915
1076,540
1077,1784
1078,626
1079,1934
1080,1085
1081,1069
1082,2083
1083,1288
1084,2057
1085,510
1086,380
1087,1371
1088,101
1089,1074
1090,1802
1091,1780
1092,315
1093,2039
1094,672
1095,51
1096,2079
1097,1494
1098,547
1099,1490
1100,1242
1101,954
1102,2021
1103,1550
1104,771
1105,1663
1106,725
1107,950
1108,1206
1109,1263
1110,2220
1111,181
1112,256
1113,1782
1114,2051
1115,263
1116,831
1117,2368
1118,1206
1119,439
1120,1724
1121,1761
1122,444
1123,1752
1124,2092
1125,1297
1126,1471
1127,32
1128,154
1129,713
1130,295
1131,316
1132,612
1133,166
1134,2057
1135,999
1136,1586
1137,2116
1138,1636
1139,1081
1140,1954
1141,583
1142,2336
1143,767
1144,1574
1145,920
1146,1762
1147,233
1148,1359
1149,817
1150,1605
1151,1653
1152,7
1153,1701
1154,2277
1155,1519
1156,2204
1157,91
1158,875
1159,1061
1160,1316
1161,1513
1162,1775
1163,2235
1164,848
1165,672
1166,278
1167,477
1168,866
1169,1814
1170,270
1171,681
1172,1744
1173,2223
1174,2267
1175,239
1176,2224
1177,375
1178,1687
1179,2097
1180,321
1181,2152
1182,1947
1183,1627
1184,183
1185,398
1186,870
1187,1720
1188,977
1189,723
1190,1105
1191,1180
1192,873
1193,385
1194,1051
1195,1868
1196,653
1197,1768
1198,1595
1199,1073
1200,1080
1201,1443
1202,404
1203,32
1204,180
1205,1028
1206,1446
1207,879
1208,2075
1209,896
1210,113
1211,1123
1212,22
1213,1359
1214,835
1215,43
1216,1060
1217,1952
1218,208
1219,2157
1220,1187
1221,216
1222,1682
1223,655
1224,1441
1225,727
1226,239
1227,859
1228,2306
1229,2144
1230,386
1231,2084
1232,2148
1233,1431
1234,916
1235,2012
1236,1048
1237,291
1238,653
1239,1002
1240,811
1241,715
1242,1367
1243,439
1244,1270
1245,678
1246,1609
1247,694
1248,1598
1249,1621
1250,213
1251,244
1252,1532
1253,713
1254,1806
1255,1623
1256,1983
1257,560
1258,531
1259,2063
1260,251
1261,563
1262,961
1263,203
1264,81
1265,2160
1266,1569
1267,692
1268,681
1269,1943
1270,903
1271,96
1272,2108
1273,1027
1274,312
1275,1708
1276,1369
1277,1911
1278,1927
1279,611
1280,511
1281,156
1282,1990
1283,72
1284,436
1285,431
1286,1588
1287,671
1288,581
1289,603
1290,46
1291,138
1292,85
1293,2362
1294,1954
1295,1462
1296,1834
1297,1134
1298,1320
1299,326
1300,631
1301,1296
1302,1892
1303,1101
1304,984
1305,508
1306,1067
1307,2226
1308,1209
1309,1649
1310,2227
1311,1068
1312,1574
1313,835
1314,1816
1315,1621
1316,1545
1317,993
1318,1234
1319,954
1320,2330
1321,1740
1322,1194
1323,138
1324,915
1325,1854
1326,1328
1327,2396
1328,1396
1329,687
1330,1276
1331,1735
1332,43
1333,2376
1334,419
1335,94
1336,343
1337,539
1338,1294
1339,1445
1340,1188
1341,973
1342,2225
1343,682
1344,2326
1345,1653
1346,252
1347,1071
1348,621
1349,336
1350,2055
1351,2134
1352,1445
1353,369
1354,1449
1355,1227
1356,1573
1357,2084
1358,1478
1359,301
1360,1260
1361,590
1362,214
1363,671
1364,1838
1365,1029
1366,1957
1367,1464
1368,994
1369,2132
1370,635
1371,573
1372,1177
1373,781
1374,26
1375,654
1376,404
1377,1053
1378,519
1379,1681
1380,906
1381,1502
1382,1591
1383,160
1384,1817
1385,797
1386,2018
1387,2304
1388,425
1389,888
1390,1583
1391,661
1392,1610
1393,1973
1394,195
1395,844
1396,685
1397,2018
1398,819
1399,801
1400,2186
1401,2181
1402,2100
1403,399
1404,1098
1405,2131
1406,289
1407,245
1408,1352
1409,1424
1410,1845
1411,1295
1412,1075
1413,1339
1414,5
1415,1332
1416,2116
1417,840
1418,279
1419,2146
1420,1600
1421,1523
1422,1861
1423,2372
1424,1946
1425,969
1426,71
1427,2222
1428,872
1429,556
1430,1347
1431,1359
1432,286
1433,2041
1434,1191
1435,554
1436,5
1437,2086
1438,240
1439,549
1440,1989
1441,1875
1442,2007
1443,788
1444,650
1445,2210
1446,126
1447,1838
1448,587
1449,1701
1450,1311
1451,401
1452,338
1453,646
1454,1846
1455,792
1456,274
1457,706
1458,1464
1459,1303
1460,1740
1461,2201
1462,1960
1463,1428
1464,913
1465,1744
1466,1574
1467,381
1468,951
1469,125
1470,2372
1471,821
1472,595
1473,1604
1474,406
1475,1391
1476,785
1477,2389
1478,713
1479,722
1480,37
1481,171
1482,754
1483,1536
1484,787
1485,1612
1486,509
1487,799
1488,1421
1489,277
1490,66
1491,604
1492,2268
1493,1033
1494,1575
1495,298
1496,248
1497,1895
1498,1802
1499,2015
1500,2030
1501,1586
1502,1584
1503,245
1504,697
1505,1474
1506,283
1507,1997
1508,2217
1509,1542
1510,1491
1511,2290
1512,273
1513,37
1514,2278
1515,1544
1516,846
1517,428
1518,1814
1519,747
1520,1431
1521,2398
1522,883
1523,1654
1524,1349
1525,538
1526,420
1527,2261
1528,321
1529,1936
1530,85
1531,267
1532,2016
1533,1972
1534,1853
1535,2244
1536,1771
1537,247
1538,86
1539,1658
1540,2303
1541,898
1542,856
1543,2199
1544,860
1545,1935
1546,558
1547,669
1548,610
1549,837
1550,2055
1551,1243
1552,1883
1553,119
1554,2139
1555,1526
1556,2099
1557,1139
1558,1074
1559,1373
1560,1374
1561,936
1562,1630
1563,887
1564,2330
1565,66
1566,2232
1567,317
1568,172
1569,193
1570,1987
1571,2306
1572,1607
1573,1654
1574,1277
1575,547
1576,80
1577,933
1578,2154
1579,186
1580,26
1581,1525
1582,1049
1583,1128
1584,345
1585,6
1586,1601
1587,1531
1588,1601
1589,238
1590,1542
1591,285
1592,2181
1593,676
1594,2018
1595,2187
1596,134
1597,1937
1598,2158
1599,1191
1600,571
1601,1719
1602,1953
1603,958
1604,292
1605,1775
1606,402
1607,784
1608,2323
1609,569
1610,2277
1611,348
1612,1984
1613,2129
1614,1188
1615,346
1616,2335
1617,99
1618,356
1619,774
1620,138
1621,1610
1622,333
1623,2280
1624,1787
1625,180
1626,242
1627,1659
1628,1000
1629,1528
1630,1599
1631,700
1632,1355
1633,1867
1634,387
1635,2052
1636,847
1637,356
1638,1429
1639,674
1640,2349
1641,2203
1642,1517
1643,851
1644,462
1645,975
1646,204
1647,1389
1648,729
1649,1069
1650,910
1651,393
1652,1417
1653,1047
1654,1687
1655,1267
1656,777
1657,1501
1658,1858
1659,1803
1660,1475
1661,1338
1662,1185
1663,949
1664,1453
1665,152
1666,910
1667,1687
1668,691
1669,1587
1670,124
1671,67
1672,830
1673,1021
1674,273
1675,1659
1676,1344
1677,1303
1678,1704
1679,1262
1680,1396
1681,1699
1682,1854
1683,446
1684,684
1685,1317
1686,2238
1687,391
1688,438
1689,692
1690,346
1691,2127
1692,1584
1693,1354
1694,818
1695,205
1696,648
1697,1926
1698,1632
1699,1908
1700,1635
1701,1294
1702,1464
1703,1840
1704,715
1705,335
1706,911
1707,816
1708,1935
1709,547
1710,1085
1711,784
1712,853
1713,1074
1714,152
1715,1182
1716,2303
1717,2206
1718,1720
1719,2052
1720,799
1721,68
1722,1348
1723,1933
1724,2276
1725,1330
1726,2348
1727,35
1728,1794
1729,1962
1730,554
1731,1117
1732,602
1733,386
1734,776
1735,1938
1736,2098
1737,1915
1738,499
1739,2008
1740,1188
1741,779
1742,596
1743,1586
1744,1604
1745,1973
1746,1218
1747,2113
1748,297
1749,830
1750,2339
1751,1131
1752,838
1753,1946
1754,1948
1755,2117
1756,2247
1757,881
1758,199
1759,1892
1760,250
1761,1572
1762,683
1763,147
1764,851
1765,436
1766,717
1767,2229
1768,1280
1769,2351
1770,901
1771,151
1772,1782
1773,115
1774,1797
1775,152
1776,1877
1777,421
1778,513
1779,1043
1780,1944
1781,624
1782,1464
1783,1229
1784,1049
1785,641
1786,1374
1787,1181
1788,249
1789,727
1790,1920
1791,1022
1792,1934
1793,1098
1794,1459
1795,1195
1796,41
1797,492
1798,1813
1799,395
1800,1219
1801,2368
1802,1352
1803,413
1804,1186
1805,1237
1806,764
1807,1052
1808,844
1809,1398
1810,55
1811,903
1812,2309
1813,2218
1814,827
1815,112
1816,1970
1817,2221
1818,1839
1819,1146
1820,694
1821,1561
1822,68
1823,665
1824,34
1825,1289
1826,1183
1827,1804
1828,1489
1829,1994
1830,1295
1831,1459
1832,1686
1833,124
1834,1723
1835,1066
1836,2380
1837,2266
1838,1637
1839,1439
1840,2139
1841,1005
1842,1545
1843,1558
1844,1534
1845,48
1846,1086
1847,855
1848,598
1849,49
1850,1168
1851,1804
1852,2068
1853,578
1854,211
1855,2357
1856,1721
1857,2093
1858,1573
1859,158
1860,1001
1861,1092
1862,1733
1863,184
1864,446
1865,1295
1866,2394
1867,2360
1868,1366
1869,1089
1870,1252
1871,1509
1872,434
1873,471
1874,91
1875,758
1876,696
1877,848
1878,396
1879,776
1880,738
1881,331
1882,882
1883,354
1884,124
1885,988
1886,2256
1887,2347
1888,548
1889,586
1890,604
1891,1425
1892,1429
1893,1330
1894,693
1895,679
1896,1829
1897,1649
1898,115
1899,534
1900,879
1901,956
1902,1899
1903,210
1904,1201
1905,1518
1906,476
1907,1363
1908,2001
1909,1826
1910,1410
1911,959
1912,1613
1913,517
1914,1485
1915,2272
1916,217
1917,638
1918,2174
1919,2011
1920,509
1921,1682
1922,956
1923,1002
1924,456
1925,760
1926,1072
1927,435
1928,1800
1929,459
1930,2060
1931,2035
1932,2379
1933,267
1934,363
1935,1267
1936,2141
1937,2014
1938,1822
1939,545
1940,882
1941,740
1942,1827
1943,2273
1944,1793
1945,1949
1946,2139
1947,304
1948,2154
1949,900
1950,819
1951,750
1952,2103
1953,1185
1954,1947
1955,2067
1956,214
1957,659
1958,348
1959,242
1960,2140
1961,1307
1962,486
1963,369
1964,1022
1965,1547
1966,1938
1967,455
1968,91
1969,1050
1970,34
1971,2263
1972,1176
1973,1518
1974,641
1975,959
1976,833
1977,1951
1978,1836
1979,397
1980,2036
1981,534
1982,1173
1983,1064
1984,320
1985,671
1986,1779
1987,2162
1988,2118
1989,850
1990,1078
1991,189
1992,2140
1993,2215
1994,977
1995,1649
1996,1521
1997,671
1998,2090
1999,209
2000,395
2001,1018
2002,2218
2003,812
2004,1503
2005,994
2006,1254
2007,439
2008,542
2009,2075
2010,1216
2011,820
2012,2196
2013,2267
2014,2243
2015,1230
2016,1683
2017,941
2018,1203
2019,1691
2020,270
2021,1552
2022,143
2023,1244
2024,103
2025,510
2026,347
2027,1423
2028,1544
2029,2050
2030,497
2031,138
2032,1742
2033,104
2034,1391
2035,1997
2036,213
2037,1203
2038,1044
2039,552
2040,184
2041,1522
2042,1572
2043,1991
2044,1778
2045,616
2046,1631
2047,454
2048,611
2049,1779
2050,1042
2051,572
2052,1941
2053,1536
2054,1105
2055,881
2056,2130
2057,2288
2058,1206
2059,161
2060,1034
2061,2185
2062,1302
2063,265
2064,241
2065,2308
2066,665
2067,1487
2068,723
2069,1922
2070,1064
2071,423
2072,1385
2073,1793
2074,1840
2075,200
2076,2239
2077,1898
2078,1343
2079,1206
2080,873
2081,1262
2082,986
2083,1882
2084,1173
2085,2041
2086,841
2087,1611
2088,1066
2089,754
2090,1191
2091,1915
2092,339
2093,783
2094,1871
2095,670
2096,1809
2097,318
2098,348
2099,1739
2100,1312
2101,1507
2102,1829
2103,885
2104,2060
2105,580
2106,2215
2107,83
2108,313
2109,731
2110,1682
2111,765
2112,360
2113,754
2114,726
2115,783
2116,1757
2117,2087
2118,441
2119,188
2120,1456
2121,1678
2122,0
2123,911
2124,197
2125,1138
2126,2258
2127,2183
2128,1942
2129,987
2130,1757
2131,937
2132,699
2133,671
2134,1462
2135,2140
2136,2363
2137,1887
2138,2299
2139,1133
2140,1591
2141,1306
2142,1351
2143,2382
2144,2150
2145,890
2146,802
2147,243
2148,1422
2149,381
2150,2176
2151,1711
2152,672
2153,688
2154,1308
2155,556
2156,1611
2157,1568
2158,1465
2159,1778
2160,1497
2161,2101
2162,496
2163,273
2164,133
2165,2295
2166,1547
2167,1324
2168,795
2169,1727
2170,1946
2171,1082
2172,459
2173,2035
2174,1413
2175,1173
2176,2075
2177,1441
2178,36
2179,2075
2180,266
2181,117
2182,1442
2183,811
2184,1284
2185,1093
2186,2275
2187,1474
2188,2019
2189,1039
2190,326
2191,1661
2192,931
2193,477
2194,485
2195,1397
2196,1519
2197,1111
2198,2321
2199,1720
2200,742
2201,422
2202,356
2203,435
2204,797
2205,515
2206,612
2207,606
2208,1352
2209,1473
2210,171
2211,131
2212,110
2213,1745
2214,1059
2215,1469
2216,1398
2217,281
2218,1739
2219,453
2220,1733
2221,1962
2222,752
2223,2007
2224,2320
2225,2023
2226,2227
2227,1686
2228,1417
2229,1493
2230,721
2231,1449
2232,1775
2233,2382
2234,381
2235,1878
2236,2104
2237,2046
2238,434
2239,118
2240,2017
2241,1625
2242,899
2243,1480
2244,537
2245,348
2246,1162
2247,1540
2248,1026
2249,861
2250,2259
2251,661
2252,968
2253,1197
2254,1467
2255,1706
2256,1191
2257,517
2258,2084
2259,259
2260,2324
2261,349
2262,1610
2263,1005
2264,1325
2265,601
2266,1326
2267,2396
2268,134
2269,1904
2270,1881
2271,1489
2272,175
2273,1949
2274,696
2275,2276
2276,367
2277,2029
2278,1302
2279,70
2280,1396
2281,1191
2282,1215
2283,728
2284,715
2285,365
2286,403
2287,196
2288,460
2289,2046
2290,1618
2291,1125
2292,214
2293,1461
2294,2269
2295,824
2296,1823
2297,838
2298,1866
2299,887
2300,838
2301,1929
2302,868
2303,1148
2304,493
2305,355
2306,1151
2307,1579
2308,732
2309,72
2310,1270
2311,1199
2312,107
2313,257
2314,744
2315,1946
2316,177
2317,1455
2318,945
2319,2328
2320,121
2321,391
2322,948
2323,1657
2324,1505
2325,1197
2326,1301
2327,1553
2328,759
2329,1108
2330,2067
2331,1308
2332,1811
2333,295
2334,1629
2335,1359
2336,1718
2337,154
2338,1884
2339,2389
2340,1226
2341,966
2342,636
2343,327
2344,1441
2345,1660
2346,1316
2347,343
2348,449
2349,1955
2350,390
2351,106
2352,373
2353,934
2354,67
2355,495
2356,1022
2357,1786
2358,589
2359,1031
2360,24
2361,1443
2362,1375
2363,1957
2364,1425
2365,1492
2366,686
2367,1167
2368,2244
2369,309
2370,1756
2371,1543
2372,2313
2373,1712
2374,1793
2375,2017
2376,1728
2377,129
2378,1953
2379,764
2380,2197
2381,1581
2382,681
2383,1103
2384,764
2385,268
2386,730
2387,1735
2388,2297
2389,1240
2390,1847
2391,491
2392,474
2393,918
2394,1315
2395,1139
2396,683
2397,1601
2398,851
2399,1287
2400,2207
2401,365
2402,1938
2403,2216
2404,2353
2405,1612
2406,1146
2407,581
2408,2107
2409,496
2410,1327
2411,211
2412,83
2413,574
2414,2148
2415,1092
2416,301
2417,807
2418,521
2419,363
2420,528
2421,1422
2422,2132
2423,1749
2424,1657
2425,1893
2426,2312
2427,2270
2428,1051
2429,1237
2430,1751
2431,2228
2432,1526
2433,2178
2434,1196
2435,355
2436,1258
2437,665
2438,275
2439,1792
2440,2002
2441,1782
2442,1574
2443,1670
2444,1426
2445,2185
2446,755
2447,2279
2448,863
2449,1540
2450,70
2451,1081
2452,623
2453,2311
2454,1935
2455,68
2456,527
2457,1039
2458,1382
2459,2241
2460,737
2461,277
2462,579
2463,813
2464,2139
2465,875
2466,204
2467,2374
2468,805
2469,1739
2470,1787
2471,210
2472,1042
2473,1998
2474,680
2475,2360
2476,1097
2477,1360
2478,825
2479,593
2480,757
2481,968
2482,301
2483,1087
2484,1367
2485,2039
2486,2370
2487,513
2488,52
2489,1346
2490,105
2491,619
2492,2307
2493,424
2494,1871
2495,954
2496,604
2497,471
2498,434
2499,2218
2500,985
2501,1731
2502,139
2503,769
2504,51
2505,1641
2506,345
2507,348
2508,231
2509,1693
2510,1921
2511,1092
2512,1192
2513,419
2514,1855
2515,1336
2516,1459
2517,835
2518,234
2519,39
2520,797
2521,965
2522,1589
2523,1719
2524,1240
2525,1803
2526,1872
2527,622
2528,1307
2529,1943
2530,207
2531,2310
2532,75
2533,14
2534,423
2535,1215
2536,340
2537,215
2538,203
2539,583
2540,2310
2541,1064
2542,56
2543,601
2544,935
2545,129
2546,1989
2547,1667
2548,1390
2549,1372
2550,1188
2551,1879
2552,395
2553,2165
2554,1894
2555,1052
2556,1532
2557,2356
2558,378
2559,2369
2560,2285
2561,884
2562,808
2563,2085
2564,840
2565,1515
2566,168
2567,791
2568,1314
2569,1611
2570,1467
2571,2141
2572,1181
2573,1510
2574,1319
2575,224
2576,572
2577,436
2578,364
2579,2334
2580,1038
2581,1139
2582,1907
2583,514
2584,2040
2585,1846
2586,286
2587,32
2588,1469
2589,2369
2590,352
2591,1896
2592,293
2593,1385
2594,693
2595,2003
2596,297
2597,2073
2598,843
2599,1368
2600,308
2601,1251
2602,1665
2603,569
2604,18
2605,1721
2606,497
2607,2027
2608,483
2609,1553
2610,1305
2611,605
2612,1507
2613,517
2614,1907
2615,1756
2616,674
2617,1849
2618,507
2619,1847
2620,326
2621,2337
2622,1096
2623,1527
2624,2024
2625,1623
2626,2356
2627,1624
2628,606
2629,656
2630,1316
2631,1936
2632,682
2633,861
2634,1542
2635,1176
2636,1454
2637,1096
2638,1371
2639,524
2640,1277
2641,683
2642,745
2643,436
2644,1999
2645,1535
2646,255
2647,1894
2648,2204
2649,486
2650,915
2651,570
2652,153
2653,2247
2654,47
2655,83
2656,1457
2657,1165
2658,8
2659,2027
2660,275
2661,1418
2662,774
2663,1181
2664,401
2665,770
2666,154
2667,1867
2668,50
2669,2286
2670,752
2671,2164
2672,918
2673,2380
2674,437
2675,510
2676,1722
2677,4
2678,1004
2679,1313
2680,1758
2681,2126
2682,1138
2683,1939
2684,426
2685,1699
2686,142
2687,1527
2688,2250
2689,14
